"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-UK","UPDATE-UK","CURRENT-Trustwords","UPDATE-Trustwords","CURRENT-English Fluency","UPDATE-English Fluency","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3D2GO0IFRFN6R","https://master-requester.mturk.com/workers/A3D2GO0IFRFN6R","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A3DBZOK0GA384I","https://master-requester.mturk.com/workers/A3DBZOK0GA384I","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3DNYS7B0V1FQF","https://master-requester.mturk.com/workers/A3DNYS7B0V1FQF","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3DVIDWJAN7LCM","https://master-requester.mturk.com/workers/A3DVIDWJAN7LCM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3E1UFYYW58KY8","https://master-requester.mturk.com/workers/A3E1UFYYW58KY8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3E3CAF8282PFB","https://master-requester.mturk.com/workers/A3E3CAF8282PFB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3E6ZHAKWMK0RW","https://master-requester.mturk.com/workers/A3E6ZHAKWMK0RW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3E7MGXT8PW3N8","https://master-requester.mturk.com/workers/A3E7MGXT8PW3N8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3E7OFH238490Y","https://master-requester.mturk.com/workers/A3E7OFH238490Y","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3E7YNDVZGKRN3","https://master-requester.mturk.com/workers/A3E7YNDVZGKRN3","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A3E97TQMJGB0RZ","https://master-requester.mturk.com/workers/A3E97TQMJGB0RZ","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3EH622D5ZBUSZ","https://master-requester.mturk.com/workers/A3EH622D5ZBUSZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3EN54EJAR9QP0","https://master-requester.mturk.com/workers/A3EN54EJAR9QP0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3ENS1XT17ODR6","https://master-requester.mturk.com/workers/A3ENS1XT17ODR6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3EOMO1FSXS3VB","https://master-requester.mturk.com/workers/A3EOMO1FSXS3VB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3EQGNKEHOGD34","https://master-requester.mturk.com/workers/A3EQGNKEHOGD34","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A3EZ3U0RYWKOF2","https://master-requester.mturk.com/workers/A3EZ3U0RYWKOF2","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3FDHF442GJ39Q","https://master-requester.mturk.com/workers/A3FDHF442GJ39Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3FERB1OMMRDI2","https://master-requester.mturk.com/workers/A3FERB1OMMRDI2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3FIBZ407V1WMQ","https://master-requester.mturk.com/workers/A3FIBZ407V1WMQ","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A3FNC8ELMK8YJA","https://master-requester.mturk.com/workers/A3FNC8ELMK8YJA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3FQDPUAXJB0BS","https://master-requester.mturk.com/workers/A3FQDPUAXJB0BS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3FRUZJYP8SCHC","https://master-requester.mturk.com/workers/A3FRUZJYP8SCHC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3G7PWVEI89F9","https://master-requester.mturk.com/workers/A3G7PWVEI89F9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3GAQNTZ1V1VO","https://master-requester.mturk.com/workers/A3GAQNTZ1V1VO","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3GJPHFUCNBO8J","https://master-requester.mturk.com/workers/A3GJPHFUCNBO8J","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3GJZQ4WX7DLHA","https://master-requester.mturk.com/workers/A3GJZQ4WX7DLHA","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3GLT78I4NBP4Q","https://master-requester.mturk.com/workers/A3GLT78I4NBP4Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3GTPW3MYSLMR7","https://master-requester.mturk.com/workers/A3GTPW3MYSLMR7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3GZYWA9S6J0K9","https://master-requester.mturk.com/workers/A3GZYWA9S6J0K9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3H23IA2R0AKX9","https://master-requester.mturk.com/workers/A3H23IA2R0AKX9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3H6KECCE83132","https://master-requester.mturk.com/workers/A3H6KECCE83132","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3H9XHNUS12SSA","https://master-requester.mturk.com/workers/A3H9XHNUS12SSA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3HHDPKL3O3O7Y","https://master-requester.mturk.com/workers/A3HHDPKL3O3O7Y","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3HHRBERKZ3NIE","https://master-requester.mturk.com/workers/A3HHRBERKZ3NIE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3HII8DX9SINOU","https://master-requester.mturk.com/workers/A3HII8DX9SINOU","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3HOBJ4PJUOCUN","https://master-requester.mturk.com/workers/A3HOBJ4PJUOCUN","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A3HP03BD6XEOZT","https://master-requester.mturk.com/workers/A3HP03BD6XEOZT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3HRK1AVZ4QSYL","https://master-requester.mturk.com/workers/A3HRK1AVZ4QSYL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3I112MHANVJR0","https://master-requester.mturk.com/workers/A3I112MHANVJR0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3I3DDR5L9JWKG","https://master-requester.mturk.com/workers/A3I3DDR5L9JWKG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3I5PK0T80KGRJ","https://master-requester.mturk.com/workers/A3I5PK0T80KGRJ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3IACFZQYCB2VV","https://master-requester.mturk.com/workers/A3IACFZQYCB2VV","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3IDG9C18BCATK","https://master-requester.mturk.com/workers/A3IDG9C18BCATK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3IEGJT83U746S","https://master-requester.mturk.com/workers/A3IEGJT83U746S","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3IJNWM14T6CN7","https://master-requester.mturk.com/workers/A3IJNWM14T6CN7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3IQ9V1JSB2RJO","https://master-requester.mturk.com/workers/A3IQ9V1JSB2RJO","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A3IXE5PJZ5CO81","https://master-requester.mturk.com/workers/A3IXE5PJZ5CO81","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3J9SHZJJXCYJ","https://master-requester.mturk.com/workers/A3J9SHZJJXCYJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3JG44GC9BIM58","https://master-requester.mturk.com/workers/A3JG44GC9BIM58","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3JJ9WEV515N1K","https://master-requester.mturk.com/workers/A3JJ9WEV515N1K","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3JL3LXQHRIDHQ","https://master-requester.mturk.com/workers/A3JL3LXQHRIDHQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3JNSBGUKVX3D7","https://master-requester.mturk.com/workers/A3JNSBGUKVX3D7","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A3JOJGZTBDVG4W","https://master-requester.mturk.com/workers/A3JOJGZTBDVG4W","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A3JY5D1Q0LY34G","https://master-requester.mturk.com/workers/A3JY5D1Q0LY34G","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","","","Never Blocked","",""
"A3JZS32RQUWGJM","https://master-requester.mturk.com/workers/A3JZS32RQUWGJM","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A3K00L9I9L92BJ","https://master-requester.mturk.com/workers/A3K00L9I9L92BJ","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A3K7L0ZZWKAA1E","https://master-requester.mturk.com/workers/A3K7L0ZZWKAA1E","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3KAW0XBBXOQQY","https://master-requester.mturk.com/workers/A3KAW0XBBXOQQY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3KECQ3YIW2I0F","https://master-requester.mturk.com/workers/A3KECQ3YIW2I0F","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A3KHKFLJZN00QI","https://master-requester.mturk.com/workers/A3KHKFLJZN00QI","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3KMCTL5ILQH33","https://master-requester.mturk.com/workers/A3KMCTL5ILQH33","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3KP8KFGG6734Q","https://master-requester.mturk.com/workers/A3KP8KFGG6734Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3L4IY1AIXUDJG","https://master-requester.mturk.com/workers/A3L4IY1AIXUDJG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3L7TVDAMZM0FG","https://master-requester.mturk.com/workers/A3L7TVDAMZM0FG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3L8T9F5WX6IZ3","https://master-requester.mturk.com/workers/A3L8T9F5WX6IZ3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3LFNZ6ZY0LX4F","https://master-requester.mturk.com/workers/A3LFNZ6ZY0LX4F","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3LLAS4WXA8SKJ","https://master-requester.mturk.com/workers/A3LLAS4WXA8SKJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3LNVDLIAMT9ZN","https://master-requester.mturk.com/workers/A3LNVDLIAMT9ZN","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3LPHYONE222OY","https://master-requester.mturk.com/workers/A3LPHYONE222OY","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3LPZ9NGCUYJEW","https://master-requester.mturk.com/workers/A3LPZ9NGCUYJEW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3LRG7LUVGYEAF","https://master-requester.mturk.com/workers/A3LRG7LUVGYEAF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3LSXZR843QSGC","https://master-requester.mturk.com/workers/A3LSXZR843QSGC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3LZ8KVYVZ3HF3","https://master-requester.mturk.com/workers/A3LZ8KVYVZ3HF3","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3M4D9BN6OK2K2","https://master-requester.mturk.com/workers/A3M4D9BN6OK2K2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3MCGKRH5KEZR8","https://master-requester.mturk.com/workers/A3MCGKRH5KEZR8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3MIQAID68GPZB","https://master-requester.mturk.com/workers/A3MIQAID68GPZB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3MSSC9YBL0XA6","https://master-requester.mturk.com/workers/A3MSSC9YBL0XA6","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A3MZNGSNH845O9","https://master-requester.mturk.com/workers/A3MZNGSNH845O9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3N3M5H03Y5SXK","https://master-requester.mturk.com/workers/A3N3M5H03Y5SXK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3N5ASIN8IU5A5","https://master-requester.mturk.com/workers/A3N5ASIN8IU5A5","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A3NCFBKM9YYU6A","https://master-requester.mturk.com/workers/A3NCFBKM9YYU6A","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3NNJQWL9LIKMI","https://master-requester.mturk.com/workers/A3NNJQWL9LIKMI","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3NQCQFCEMUSUO","https://master-requester.mturk.com/workers/A3NQCQFCEMUSUO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3NRNPOTXAIW78","https://master-requester.mturk.com/workers/A3NRNPOTXAIW78","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3NZWC4RTY64AD","https://master-requester.mturk.com/workers/A3NZWC4RTY64AD","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A3ODDPUS1Y354R","https://master-requester.mturk.com/workers/A3ODDPUS1Y354R","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3OHRFXPEKQMIE","https://master-requester.mturk.com/workers/A3OHRFXPEKQMIE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3ON3DL1CKGN4E","https://master-requester.mturk.com/workers/A3ON3DL1CKGN4E","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3OUPXB1GPGFRU","https://master-requester.mturk.com/workers/A3OUPXB1GPGFRU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3P27SOEKGQI9C","https://master-requester.mturk.com/workers/A3P27SOEKGQI9C","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A3P4U2BLDD3R5F","https://master-requester.mturk.com/workers/A3P4U2BLDD3R5F","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3P5BXKU1UOJ9I","https://master-requester.mturk.com/workers/A3P5BXKU1UOJ9I","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3P5HAFP9QQUS5","https://master-requester.mturk.com/workers/A3P5HAFP9QQUS5","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A3PDTUA1YLJTMC","https://master-requester.mturk.com/workers/A3PDTUA1YLJTMC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3PMXCNG2S1JRR","https://master-requester.mturk.com/workers/A3PMXCNG2S1JRR","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3PPZ0USXDFBJ7","https://master-requester.mturk.com/workers/A3PPZ0USXDFBJ7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3PQYTQ44C8UQ4","https://master-requester.mturk.com/workers/A3PQYTQ44C8UQ4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3PV8DOZEDR387","https://master-requester.mturk.com/workers/A3PV8DOZEDR387","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3PYR47WYOS9DC","https://master-requester.mturk.com/workers/A3PYR47WYOS9DC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3Q48RQS6BL7PT","https://master-requester.mturk.com/workers/A3Q48RQS6BL7PT","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3Q77FURO5L7L1","https://master-requester.mturk.com/workers/A3Q77FURO5L7L1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3QOAXM8QOSFHU","https://master-requester.mturk.com/workers/A3QOAXM8QOSFHU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3QS69ZOQNN6A9","https://master-requester.mturk.com/workers/A3QS69ZOQNN6A9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3QSEKNS4HGECL","https://master-requester.mturk.com/workers/A3QSEKNS4HGECL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3QSJY1FFN0N6V","https://master-requester.mturk.com/workers/A3QSJY1FFN0N6V","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A3QUWIT972BYUH","https://master-requester.mturk.com/workers/A3QUWIT972BYUH","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3QVZ4SZB79D8W","https://master-requester.mturk.com/workers/A3QVZ4SZB79D8W","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
